,POI,rating,category1,category2,latitude,longitude,price,city,street,postCode
3782,Hanoi 3 Seasons,3.5,vietnamese,Vietnamese,43.66207,-79.33446,$$,Toronto,1135 Queen St E,M4M 1K9
3783,EAT BKK Thai Kitchen,4.0,thai,Thai,43.6605957,-79.3429889,$$,Toronto,898 Queen Street E,M4M 1J3
3784,Kibo Sushi House,4.0,japanese,Japanese,43.6625998,-79.3326829,$$,Toronto,1169 Queen Street E,M4M 1L5
3785,WAYLA Lounge,4.0,lounges,Lounges,43.66131,-79.33955,$$,Toronto,996 Queen St E,M4M
3786,Mi Mi Restaurant,4.0,vietnamese,Vietnamese,43.66637,-79.34911,$,Toronto,688 Gerrard Street E,M4M 1Y3
3787,Hanoi 3 Seasons,3.5,vietnamese,Vietnamese,43.66566953024,-79.352074538076,$$,Toronto,588 Gerrard Street E,M4M 1Y3
3788,O’SOMAE,4.5,breakfast_brunch,Breakfast & Brunch,43.6653004,-79.3522633,$$,Toronto,357 Broadview Ave,M4M 2H1
3789,Lady Marmalade,4.0,breakfast_brunch,Breakfast & Brunch,43.66319,-79.35134,$$,Toronto,265 Broadview Avenue,M4M 1J3
3790,Wok & Roast Chinese BBQ,3.5,chinese,Chinese,43.66505,-79.35218,$,Toronto,349 Broadview Ave,M4M 2H1
3791,Oji Seichi,4.0,ramen,Ramen,43.66509,-79.35265,$$,Toronto,354 Broadview Avenue,M4M 2G9
3792,Dumpling House,3.5,dimsum,Dim Sum,43.6656887,-79.351097,$,Toronto,619 Gerrard Street E,M4M 1Y2
3793,Farside,4.5,bars,Bars,43.66585,-79.35182,$$,Toronto,600 Gerrard Street E,M4M 1Y3
3794,Batifole Restaurant,4.0,french,French,43.66678,-79.34733,$$$,Toronto,744 Gerrard Street E,M4M 1Y3
3795,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
3796,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
3797,Que Ling Restaurant,4.0,vietnamese,Vietnamese,43.6658199,-79.34941,$,Toronto,248 Boulton Avenue,M4M 2K1
3798,Tung Hing Bakery Company,4.0,bakeries,Bakeries,43.66518,-79.35224,$,Toronto,353 Broadview Avenue,M4M 2H1
3799,Gerrard Street Bakery,4.0,bakeries,Bakeries,43.66574,-79.3505799,$$,Toronto,635 Gerrard Street E,M4M 1Y2
3800,Pho House,4.0,vietnamese,Vietnamese,43.66566,-79.35089,$$,Toronto,625 Gerrard Street E,M4M 1Y3
3801,Soul Chocolate,4.0,chocolate,Chocolatiers & Shops,43.665417,-79.352234,$,Toronto,583 Gerrard Street E,M4M 1Y2
3802,Rooster Coffee House,4.5,coffee,Coffee & Tea,43.6691999,-79.3527,$$,Toronto,479 Broadview Avenue,M4K 2N4
3803,Veloute Bistro & Catering,4.0,italian,Italian,43.6313790341776,-79.47460124138172,$$$,Etobicoke,2045 Lakeshore Blvd W,M8V 2Z6
3804,Eden Trattoria,3.5,italian,Italian,43.62747,-79.47709,$$,Etobicoke,58 Marine Parade Drive,M8V 4G1
3805,Chiang Mai,4.0,thai,Thai,43.62459,-79.48498,$$,Toronto,84 Park Lawn Rd,M8Y 0B6
3806,Krazy Roll,4.5,japanese,Japanese,43.6257169,-79.4771852,$$,Toronto,84 Marine Parade Drive,M8V 0B7
3807,Lola's Gelato,4.5,coffee,Coffee & Tea,43.6268675052894,-79.4784155023183,$$,Toronto,14B Brookers Lane,M8V 0A5
3808,Firkin on the Bay,3.5,pubs,Pubs,43.6260155768868,-79.4772217064191,$$,Toronto,68 Marine Parade Drive,M8V 1A1
3809,Sunset Grill,4.0,breakfast_brunch,Breakfast & Brunch,43.6226144813711,-79.4826410942246,$$,Etobicoke,2214 Lake Shore Blvd W,M8V 0E3
3810,Cafe Cocoa Boulangerie,2.5,coffee,Coffee & Tea,43.62747,-79.47709,$$,Etobicoke,58 Marine Parade Drive,M8V 4G1
3811,Chiang Mai,4.0,thai,Thai,43.62459,-79.48498,$$,Toronto,84 Park Lawn Rd,M8Y 0B6
3812,Krazy Roll,4.5,japanese,Japanese,43.6257169,-79.4771852,$$,Toronto,84 Marine Parade Drive,M8V 0B7
3813,Nimman Thai Cuisine,4.0,thai,Thai,43.6134849,-79.4892972,$$,Toronto,2451 Lakeshore Boulevard W,M8V 1C5
3814,Sunset Grill,4.0,breakfast_brunch,Breakfast & Brunch,43.6226144813711,-79.4826410942246,$$,Etobicoke,2214 Lake Shore Blvd W,M8V 0E3
3815,La Vinia,4.0,spanish,Spanish,43.6164551,-79.4880219,$$$,Toronto,2350 Lakeshore Boulevard W,M8V 1B8
3816,Eden Trattoria,3.5,italian,Italian,43.62747,-79.47709,$$,Etobicoke,58 Marine Parade Drive,M8V 4G1
3817,Kothur Indian Cuisine,4.0,indpak,Indian,43.6145493,-79.4888952,$$,Toronto,2403 LakeShore Blvd West,M8V 1P7
3818,Everest Hakka House,3.5,hakka,Hakka,43.6163625,-79.4880767,$$,Etobicoke,2356 Lakeshore Boulevard W,M8V 1B6
3819,Lola's Gelato,4.5,coffee,Coffee & Tea,43.6268675052894,-79.4784155023183,$$,Toronto,14B Brookers Lane,M8V 0A5
3820,Veloute Bistro & Catering,4.0,italian,Italian,43.6313790341776,-79.47460124138172,$$$,Etobicoke,2045 Lakeshore Blvd W,M8V 2Z6
3821,Firkin on the Bay,3.5,pubs,Pubs,43.6260155768868,-79.4772217064191,$$,Toronto,68 Marine Parade Drive,M8V 1A1
3822,FBI PIZZA,3.5,italian,Italian,43.616765,-79.488022,$$,Toronto,2336 Lake Shore Boulevard W,M8V 1B8
3823,Pizzeria Oro di Napoli,4.0,pizza,Pizza,43.6176647,-79.4871532,$$,Toronto,2312 Lakeshore Boulevard W,M8V 1B5
3824,The Oxley,4.0,pubs,Pubs,43.67059,-79.39304,$$,Toronto,121 Yorkville Avenue,M5R 1C4
3825,Fieramosca,4.5,italian,Italian,43.66963,-79.39719,$$$,Toronto,36A Prince Arthur Avenue,M5R 1A9
3826,Gyubee Japanese Grill - Bloor,4.0,bbq,Barbeque,43.66716,-79.40047,$$$,Toronto,335 Bloor Street W,M5S 1W7
3827,Opus Restaurant,4.0,wine_bars,Wine Bars,43.66921,-79.3972299,$$$$,Toronto,37 Prince Arthur Avenue,M5R 1B2
3828,Her Father's Cider Bar & Kitchen,4.5,gastropubs,Gastropubs,43.66232,-79.40453,$$,Toronto,119 Harbord Street,M5S 1G7
3829,Blu Ristorante,4.0,italian,Italian,43.67239,-79.396085,$$$,Toronto,90 Avenue Road,M5R 2H2
3830,Morton's The Steakhouse,4.0,steak,Steakhouses,43.66926693897807,-79.39504163699857,$$$$,Toronto,4 Avenue Road,M5R 2E8
3831,Duke of York,3.5,pubs,Pubs,43.66919,-79.39739,$$,Toronto,39 Prince Arthur Ave,M5R 1B2
3832,Playa Cabana,4.0,mexican,Mexican,43.6759577692695,-79.4011840224266,$$,Toronto,111 Dupont Street,M5R 1V4
3833,Trattoria Nervosa,4.0,italian,Italian,43.67101,-79.39104,$$,Toronto,75 Yorkville Avenue,M5R 1B8
3834,Joso's,4.5,seafood,Seafood,43.6751099,-79.39607,$$$,Toronto,202 Davenport Road,M5R 1J2
3835,Rasa,4.5,newcanadian,Canadian (New),43.6627752,-79.4039682,$$,Toronto,196 Robert Street,M5S 2K8
3836,The Bedford Academy,3.5,pubs,Pubs,43.66953,-79.39721,$$,Toronto,36 Prince Arthur Ave,M5R 1A9
3837,PLANTA Yorkville,4.0,vegetarian,Vegetarian,43.67028,-79.38945,$$,Toronto,1221 Bay Street,M5R 3P5
3838,STK Steakhouse,3.5,steak,Steakhouses,43.6703238,-79.3941847,$$$$,Toronto,153 Yorkville Avenue,M5R 1C4
3839,Yasu,4.5,japanese,Japanese,43.66269,-79.40314,$$$$,Toronto,81 Harbord Street,M5S 1G4
3840,KINKA IZAKAYA ANNEX,4.0,japanese,Japanese,43.665157,-79.410658,$$,Toronto,559 Bloor St W,M5S 1Y6
3841,Bar Reyna,3.5,mediterranean,Mediterranean,43.6700299,-79.39335,$$,Toronto,158 Cumberland Street,M5R 1A8
3842,Sassafraz,3.5,french,French,43.6702957,-79.3910686,$$$,Toronto,100 Cumberland Street,M5R 1A6
3843,Hemingway's Restaurant,3.0,bars,Bars,43.67015,-79.39279,$$,Toronto,142 Cumberland St,M5R 1A8
3844,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
3845,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
3846,La Carnita,3.5,mexican,Mexican,43.6596718,-79.3473892,$$,Toronto,780 Queen Street E,M4M 1H4
3847,The Comrade,4.0,lounges,Lounges,43.659392263038,-79.347948327349,$$,Toronto,758 Queen Street E,M4M 1H4
3848,Brickworks Cider House,4.0,cideries,Cideries,43.65882656696621,-79.3496389,$$,Toronto,709 Queen Street E,M4M 1H1
3849,Bonjour Brioche,3.5,breakfast_brunch,Breakfast & Brunch,43.65985,-79.34627,$$,Toronto,812 Queen Street E,M4M 1H7
3850,Il Ponte Cucina Italiana,3.5,italian,Italian,43.65798869003556,-79.35307021045072,$$$,Toronto,625 Queen Street E,M4M 1G7
3851,Eastside Social,4.5,seafood,Seafood,43.661432,-79.339113,$$,Toronto,1008 Queen Street E,M4M 1K1
3852,Lady Marmalade,4.0,breakfast_brunch,Breakfast & Brunch,43.66319,-79.35134,$$,Toronto,265 Broadview Avenue,M4M 1J3
3853,Souk Tabule,4.5,mideastern,Middle Eastern,43.653832,-79.354442,$$,Toronto,494 Front Street E,M5A 1H7
3854,Boxcar Social,4.5,coffee,Coffee & Tea,43.6598833099515,-79.3469716297227,$$,Toronto,4 Boulton Avenue,M4M 2J3
3855,Cluny Bistro & Boulangerie,3.5,french,French,43.6505879,-79.3578962,$$$,Toronto,35 Tank House Lane,M5A 3C4
3856,Dark Horse Espresso Bar,4.0,coffee,Coffee & Tea,43.658451,-79.3527222,$$,Toronto,630 Queen Street E,M4M 1G9
3857,Barque Smokehouse,4.0,bbq,Barbeque,43.6480097,-79.4496592,$$,Toronto,299 Roncesvalles Avenue,M6R 2M3
3858,Pizzeria Defina,4.0,pizza,Pizza,43.64875,-79.44955,$$,Toronto,321 Roncesvalles Ave,M6R 2M6
3859,Café Polonez,4.5,polish,Polish,43.64514,-79.44831,$$,Toronto,195 Roncesvalles Avenue,M6R 2L5
3860,La Cubana,3.5,cuban,Cuban,43.65087,-79.45106,$$,Toronto,392 Roncesvalles Avenue,M6R 2M9
3861,The Ace,4.0,comfortfood,Comfort Food,43.646122,-79.448823,$$,Toronto,231A Roncesvalles Avenue,M6R 2L6
3862,Sugo,4.5,italian,Italian,43.65825,-79.44227,$$,Toronto,1281 Bloor Street W,M6H 1N7
3863,The Local,3.5,bars,Bars,43.6510309,-79.4510022,$$,Toronto,396 Roncesvalles Avenue,M6R 2M9
3864,Musoshin Ramen,4.0,ramen,Ramen,43.6533636,-79.4521349,$$,Toronto,9 Boustead Ave,M6R 1Y7
3865,Reunion Coffee Roasters,3.5,coffee,Coffee & Tea,43.65056,-79.45043,$$,Toronto,385 Roncesvalles Avenue,M6R 2N1
3866,Inter Steer Tavern,3.5,polish,Polish,43.6498599,-79.45012,$$,Toronto,357 Roncesvalles Avenue,M6R 2M8
3867,Fantail,4.0,cafes,Cafes,43.64924,-79.44994,$,Toronto,333 Roncesvalles Avenue,M6R 2M8
3868,Gold Standard,4.0,sandwiches,Sandwiches,43.65056,-79.45043,$$,Toronto,385 Roncesvalles Avenue,M6R 2N1
3869,Sushi On Roncy,3.5,sushi,Sushi Bars,43.64784,-79.44936,$$,Toronto,293 Roncesvalles Avenue,M6R 2M3
3870,The Dizzy,3.5,pubs,Pubs,43.64832,-79.44954,$$,Toronto,305 Roncesvalles Avenue,M6R 2M6
3871,The Mugshot Tavern,4.0,bars,Bars,43.6546,-79.45957,$$,Toronto,1729 Bloor Street W,M6P 1B2
3872,Garleek Kitchen,4.5,asianfusion,Asian Fusion,43.64046,-79.43811,$$,Toronto,1500 Queen Street W,M6R 1A4
3873,OM Restaurant and Bar,4.0,indpak,Indian,43.6402,-79.43756,$$,Toronto,1439 Queen Street W,M6R 1A1
3874,Shangrila Tibetan & Asian Cuisine,4.0,himalayan,Himalayan/Nepalese,43.6397400555351,-79.4415438622399,$$,Toronto,1600 Queen Street W,M6R 1A8
3875,Mother India,4.0,indpak,Indian,43.6409499,-79.43624,$$,Toronto,1456 Queen Street W,M6K 1M2
3876,Café Polonez,4.5,polish,Polish,43.64514,-79.44831,$$,Toronto,195 Roncesvalles Avenue,M6R 2L5
3877,Skyline Restaurant,4.0,bars,Bars,43.64109,-79.4351499,$$,Toronto,1426 Queen Street W,M6K 1L9
3878,Barque Smokehouse,4.0,bbq,Barbeque,43.6480097,-79.4496592,$$,Toronto,299 Roncesvalles Avenue,M6R 2M3
3879,Himalayan Kitchen,4.5,indpak,Indian,43.6403,-79.43889,$$,Toronto,1526 Queen Street W,M6R 1A1
3880,Ali's West Indian Roti Shop,4.0,caribbean,Caribbean,43.64101,-79.43599,$,Toronto,1446 Queen Street W,M6K 1M2
3881,Norling,4.0,himalayan,Himalayan/Nepalese,43.64035185125108,-79.4385082,$,Toronto,1512 Queen Street W,M6R 1A4
3882,Pizzeria Defina,4.0,pizza,Pizza,43.64875,-79.44955,$$,Toronto,321 Roncesvalles Ave,M6R 2M6
3883,Tsampa Cafe,4.5,himalayan,Himalayan/Nepalese,43.6403503,-79.4389877,$,Toronto,1528 Queen W,M6R 1A4
3884,The Ace,4.0,comfortfood,Comfort Food,43.646122,-79.448823,$$,Toronto,231A Roncesvalles Avenue,M6R 2L6
3885,Union,4.0,french,French,43.64577,-79.41974,$$$,Toronto,72A Ossington Avenue,M6J 2Y7
3886,Skyline Restaurant,4.0,bars,Bars,43.64109,-79.4351499,$$,Toronto,1426 Queen Street W,M6K 1L9
3887,OM Restaurant and Bar,4.0,indpak,Indian,43.6402,-79.43756,$$,Toronto,1439 Queen Street W,M6R 1A1
3888,Guu Izakaya Toronto,4.0,japanese,Japanese,43.6418673011168,-79.4310904074585,$$,Toronto,1314 Queen Street W,M6K 1L4
3889,Mamakas Taverna,4.0,greek,Greek,43.64596,-79.41986,$$$,Toronto,80 Ossington Avenue,M6J 2Y7
3890,Té,4.0,asianfusion,Asian Fusion,43.64575,-79.41964,$$,Toronto,70 Ossington Avenue,M6J 2Y7
3891,Miss Things,3.5,cocktailbars,Cocktail Bars,43.6414601,-79.431879,$$$,Toronto,1279 Queen Street W,M6K 1L6
3892,Garleek Kitchen,4.5,asianfusion,Asian Fusion,43.64046,-79.43811,$$,Toronto,1500 Queen Street W,M6R 1A4
3893,Levetto,4.0,italian,Italian,43.64152,-79.4221,$$,Toronto,68 Sudbury Street,M6J 3S7
3894,Mother India,4.0,indpak,Indian,43.6409499,-79.43624,$$,Toronto,1456 Queen Street W,M6K 1M2
3895,Mildred's Temple Kitchen,4.0,breakfast_brunch,Breakfast & Brunch,43.6399108749312,-79.4204235076904,$$,Toronto,85 Hanna Avenue,M6K 3S3
3896,School Restaurant,3.5,bakeries,Bakeries,43.63784,-79.42435,$$,Toronto,70 Fraser Avenue,M6K 3E1
3897,Bang Bang Ice Cream,4.5,desserts,Desserts,43.646321,-79.41923,$$,Toronto,93A Ossington Avenue,M6J 2Z2
3898,The Good Son,4.0,pizza,Pizza,43.6436501,-79.4227676,$$$,Toronto,1096 Queen Street W,M6J 1H9
3899,Bar Poet,3.5,pizza,Pizza,43.643732,-79.4223358,$$,Toronto,1090 Queen Street W,M6J 1H7
3900,The Shameful Tiki Room,4.0,tikibars,Tiki Bars,43.64145,-79.43328,$$,Toronto,1378 Queen Street W,M6K 1L7
3901,Medieval Times Toronto,4.0,dinnertheater,Dinner Theater,43.633528,-79.425126,$$$,Toronto,10 Dufferin Street,M6K 3C3
3902,Soos,4.0,malaysian,Malaysian,43.6462593,-79.4197464,$$$,Toronto,94 Ossington Avenue,M6J 2Y7
3903,Café Polonez,4.5,polish,Polish,43.64514,-79.44831,$$,Toronto,195 Roncesvalles Avenue,M6R 2L5
3904,The Ace,4.0,comfortfood,Comfort Food,43.646122,-79.448823,$$,Toronto,231A Roncesvalles Avenue,M6R 2L6
3905,Barque Smokehouse,4.0,bbq,Barbeque,43.6480097,-79.4496592,$$,Toronto,299 Roncesvalles Avenue,M6R 2M3
3906,Pizzeria Defina,4.0,pizza,Pizza,43.64875,-79.44955,$$,Toronto,321 Roncesvalles Ave,M6R 2M6
3907,Gabby's Roncesvalles,3.5,bars,Bars,43.64408,-79.44788,$$,Toronto,157 Roncesvalles Ave.,M6R 2L3
3908,Kami Sushi,4.0,sushi,Sushi Bars,43.64398,-79.44786,$$,Toronto,153 Roncesvalles Avenue,M6R 2L3
3909,Lambretta Pizzeria & Wine Bar,3.5,italian,Italian,43.6416802434603,-79.44698295337294,$$,Toronto,89 Roncesvalles Avenue,M6R 2K6
3910,Thai Home,3.5,thai,Thai,43.6431694,-79.4475479,$$,Toronto,133 Roncesvalles Avenue,M6R 2L2
3911,Ed's Real Scoop,4.5,icecream,Ice Cream & Frozen Yogurt,43.645,-79.44823,$$,Toronto,189 Roncesvalles Avenue,M6R 2L5
3912,Sangria Lounge,3.5,lounges,Lounges,43.6435365586487,-79.4479535910679,$,Toronto,145 Roncesvalles Avenue,M6R 2K9
3913,Cherry Bomb Coffee,4.0,bakeries,Bakeries,43.64149,-79.4469,$,Toronto,79 Roncesvalles Ave,M6R 2K6
3914,The Goods,4.0,vegetarian,Vegetarian,43.6465869013913,-79.4490116419379,$$,Toronto,279 Roncesvalles Ave,M6R 2M3
3915,Garleek Kitchen,4.5,asianfusion,Asian Fusion,43.64046,-79.43811,$$,Toronto,1500 Queen Street W,M6R 1A4
3916,OM Restaurant and Bar,4.0,indpak,Indian,43.6402,-79.43756,$$,Toronto,1439 Queen Street W,M6R 1A1
3917,Benna's Bakery & Deli,4.0,delis,Delis,43.64322938568119,-79.44767766163258,$$,Toronto,135 Roncesvalles Avenue,M6R 2L2
3918,Mother India,4.0,indpak,Indian,43.6409499,-79.43624,$$,Toronto,1456 Queen Street W,M6K 1M2
3919,Shangrila Tibetan & Asian Cuisine,4.0,himalayan,Himalayan/Nepalese,43.6397400555351,-79.4415438622399,$$,Toronto,1600 Queen Street W,M6R 1A8
3920,Barque Smokehouse,4.0,bbq,Barbeque,43.6480097,-79.4496592,$$,Toronto,299 Roncesvalles Avenue,M6R 2M3
3921,Café Polonez,4.5,polish,Polish,43.64514,-79.44831,$$,Toronto,195 Roncesvalles Avenue,M6R 2L5
3922,Pizzeria Defina,4.0,pizza,Pizza,43.64875,-79.44955,$$,Toronto,321 Roncesvalles Ave,M6R 2M6
3923,Le Baratin,4.5,french,French,43.65007,-79.4351,$$,Toronto,1600 Dundas Street. W,M6K 1T8
3924,The Ace,4.0,comfortfood,Comfort Food,43.646122,-79.448823,$$,Toronto,231A Roncesvalles Avenue,M6R 2L6
3925,Sugo,4.5,italian,Italian,43.65825,-79.44227,$$,Toronto,1281 Bloor Street W,M6H 1N7
3926,Good Fork,4.0,breakfast_brunch,Breakfast & Brunch,43.649878146252064,-79.43341616349892,$$,Toronto,1550 Dundas Street W,M6K 1T5
3927,Takht-e Tavoos,4.5,persian,Persian/Iranian,43.6524676,-79.4329894,$$,Toronto,1120 College Street,M6H 1B5
3928,Garleek Kitchen,4.5,asianfusion,Asian Fusion,43.64046,-79.43811,$$,Toronto,1500 Queen Street W,M6R 1A4
3929,OM Restaurant and Bar,4.0,indpak,Indian,43.6402,-79.43756,$$,Toronto,1439 Queen Street W,M6R 1A1
3930,La Cubana,3.5,cuban,Cuban,43.65087,-79.45106,$$,Toronto,392 Roncesvalles Avenue,M6R 2M9
3931,Peter's No Frills,4.0,grocery,Grocery,43.649821,-79.440306,$,Toronto,222 Lansdowne Avenue,M6K 3C6
3932,Mother India,4.0,indpak,Indian,43.6409499,-79.43624,$$,Toronto,1456 Queen Street W,M6K 1M2
3933,Whelan's Gate Gastropub,4.5,irish_pubs,Irish Pub,43.6552887,-79.4564438,$$,Toronto,1663 Bloor Street W,M6P 1A6
3934,Skyline Restaurant,4.0,bars,Bars,43.64109,-79.4351499,$$,Toronto,1426 Queen Street W,M6K 1L9
3935,The Shameful Tiki Room,4.0,tikibars,Tiki Bars,43.64145,-79.43328,$$,Toronto,1378 Queen Street W,M6K 1L7
3936,Ed's Real Scoop,4.5,icecream,Ice Cream & Frozen Yogurt,43.645,-79.44823,$$,Toronto,189 Roncesvalles Avenue,M6R 2L5
3937,Korean Village Restaurant,4.0,korean,Korean,43.66461,-79.41444,$$,Toronto,628 Bloor Street W,M6G 1K7
3938,Buk Chang Dong Soon Tofu,4.0,korean,Korean,43.66363,-79.4169299,$$,Toronto,691 Bloor Street W,M6G 1L3
3939,Daldongnae,4.5,korean,Korean,43.66434,-79.41566,$$$,Toronto,658 Bloor Street,M6G 1K9
3940,Yummy Korean Food Restaurant,4.0,korean,Korean,43.66469,-79.4140199,$,Toronto,620 Bloor Street W,M6G 1K7
3941,Tofu Village - House of Soon Tofu,4.0,korean,Korean,43.66371,-79.4165699,$$,Toronto,681 Bloor Street W,M6G 4B9
3942,MaMa Chef Korean Restaurant,4.0,korean,Korean,43.66444,-79.41534,$$,Toronto,648 Bloor Street W,M6G 1K9
3943,Sunrise House,4.0,korean,Korean,43.66401,-79.41561,$$,Toronto,661 Bloor Street W,M6G 1L1
3944,Paldo Gangsan,4.5,korean,Korean,43.664,-79.41743,$,Toronto,694 Bloor Street  W,M6G 1L4
3945,Mapo Korean BBQ,4.0,bbq,Barbeque,43.6639096,-79.4177539,$$,Toronto,708 Bloor Street W,M6G 1L4
3946,Her Chef,4.5,asianfusion,Asian Fusion,43.66457,-79.41292,$$,Toronto,599 Bloor Street W,M6G 1K5
3947,Hancook Cheese Dakgalbi,4.0,korean,Korean,43.66457,-79.41304,$$,Toronto,605 Bloor Street W,M6G 1K6
3948,KINTON RAMEN,3.5,ramen,Ramen,43.6642003,-79.416355,$$,Toronto,668 Bloor Street W,M6G 1L2
3949,Her Father's Cider Bar & Kitchen,4.5,gastropubs,Gastropubs,43.66232,-79.40453,$$,Toronto,119 Harbord Street,M5S 1G7
3950,KINKA IZAKAYA ANNEX,4.0,japanese,Japanese,43.665157,-79.410658,$$,Toronto,559 Bloor St W,M5S 1Y6
3951,Rustle & Still Café,4.5,coffee,Coffee & Tea,43.66457,-79.41304,$,Toronto,605 Bloor Street W,M6G 1K6
3952,Insomnia Restaurant & Lounge,4.0,lounges,Lounges,43.665961,-79.411003,$$,Toronto,563 Bloor Street W,M5S 1Y6
3953,Snakes & Lattes Annex,4.0,bars,Bars,43.665,-79.4132,$$,Toronto,600 Bloor Street W,M6G 1K4
3954,Bar Raval,4.0,spanish,Spanish,43.6558432,-79.4099433,$$$,Toronto,505 College Street,M6G 2J3
3955,Pai Northern Thai Kitchen,4.5,thai,Thai,43.64784,-79.38872,$$,Toronto,18 Duncan Street,M5H 3G8
3956,The Loose Moose,3.5,sportsbars,Sports Bars,43.64522746,-79.3838502,$$,Toronto,146 Front Street West,M5J 1G2
3957,TOCA,4.0,italian,Italian,43.6453201,-79.3871017,$$$$,Toronto,181 Wellington Street W,M5V 3G7
3958,Lobster Burger Bar,3.5,bars,Bars,43.647443,-79.386768,$$,Toronto,214 King Street W,M5H 3S6
3959,Byblos,4.5,mediterranean,Mediterranean,43.647546,-79.388123,$$$$,Toronto,11 Duncan Street,M5V 3M2
3960,Canoe,4.0,newcanadian,Canadian (New),43.646954,-79.382159,$$$$,Toronto,66 Wellington Street  W,M5K 1H6
3961,Cafe Landwer - Adelaide & University,4.0,cafes,Cafes,43.64875,-79.38491,$$,Toronto,165 University Avenue,M5H 3B8
3962,Earls Kitchen + Bar,3.5,newcanadian,Canadian (New),43.6480134620711,-79.3839246431072,$$,Toronto,150 King Street West,M5H 1J9
3963,Scaddabush Italian Kitchen & Bar,3.5,italian,Italian,43.644834,-79.385439,$$,Toronto,200 Front Street West,M5V 3J1
3964,Kellys Landing,3.5,sportsbars,Sports Bars,43.6448899,-79.38305,$$,Toronto,123 Front Street W,M5J 2M2
3965,Lee Chen Asian Bistro - King,4.0,dimsum,Dim Sum,43.6473690555399,-79.3867627903819,$$,Toronto,214 King Street W,M5H 3S6
3966,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
3967,Jack Astor's,3.0,newcanadian,Canadian (New),43.64540418,-79.38391596,$$,Toronto,144 Front Street West,M5J 2L7
3968,King Taps,4.0,newcanadian,Canadian (New),43.6486379269,-79.3817439,$$,Toronto,100 King Street W,M5X 1A9
3969,Moxies,3.5,lounges,Lounges,43.6464472846179,-79.3843205981397,$$,Toronto,70 University Ave,M5J 2M4
3970,Michael's on Simcoe,4.0,steak,Steakhouses,43.6481895,-79.3867188,$$$$,Toronto,100 Simcoe Street,M5H 3T4
3971,The Shore Club - Toronto,3.5,seafood,Seafood,43.6456057670746,-79.3865740299225,$$$,Toronto,155 Wellington Street W,M5V 3H1
3972,WVRST Union Station,4.0,beerbar,Beer Bar,43.644936,-79.381269,$$,Toronto,65 Front Street West,M5J 1E6
3973,Cactus Club Cafe,4.0,cocktailbars,Cocktail Bars,43.64950420768667,-79.38251803088575,$$,Toronto,77 Adelaide Street W,M5H 1P9
3974,Descendant Detroit Style Pizza,4.5,pizza,Pizza,43.662889,-79.332404,$$,Toronto,1168 Queen Street E,M4M 1L5
3975,Ascari,4.0,italian,Italian,43.6619301,-79.3353424,$$$,Toronto,1111 Queen Street E,M4M
3976,Yaya Greek Bistro,4.0,breakfast_brunch,Breakfast & Brunch,43.6630783791201,-79.33178893082199,$$,Toronto,1186 Queen Street E,M4M 1L4
3977,Chula Taberna Mexicana,4.0,mexican,Mexican,43.6692562,-79.3359022,$$,Toronto,1058 Gerrard Street E,M4M 3A6
3978,Eastside Social,4.5,seafood,Seafood,43.661432,-79.339113,$$,Toronto,1008 Queen Street E,M4M 1K1
3979,CrowdedHouse,4.5,mediterranean,Mediterranean,43.6622812,-79.3335735,$$,Toronto,1161 Queen Street E,M4M 1L3
3980,Completo,4.5,latin,Latin American,43.6626328,-79.3340575,$,Toronto,5 Coady Avenue,M4M 2Y9
3981,Radical Road Brewing,4.5,breweries,Breweries,43.6626325991479,-79.3324785413321,$$,Toronto,1177 Queen Street E,M4M 1L5
3982,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
3983,Leslie Jones,4.0,comfortfood,Comfort Food,43.6628904,-79.3318366,$$,Toronto,1182 Queen Street E,M4M 1L4
3984,Kibo Sushi House,4.0,japanese,Japanese,43.6625998,-79.3326829,$$,Toronto,1169 Queen Street E,M4M 1L5
3985,Maha's,4.0,egyptian,Egyptian,43.67167,-79.32853,$$,Toronto,226 Greenwood Avenue,M4L 2R2
3986,Great Burger Kitchen,3.5,burgers,Burgers,43.6692416323378,-79.3360010472477,$$,Toronto,1056 Gerrard Street E,M4M 1Z8
3987,Maple Leaf Tavern,4.0,tradamerican,American (Traditional),43.66814,-79.33976,$$$,Toronto,955 Gerrard Street E,M4M 1Z4
3988,Goods & Provisions,4.0,bars,Bars,43.66233,-79.33515,$$,Toronto,1124 Queen Street E,M4M
3989,The House On Parliament,4.0,british,British,43.66359,-79.36794,$$,Toronto,454 Parliament Street,M5A 3A2
